id,keyword_id,count,not_found_count,created_at
931,49,0,16,2022-3-22
932,308,0,34,2022-5-21
933,100,73,0,2022-2-18
934,687,0,99,2022-4-16
935,974,0,88,2022-5-1
936,165,0,30,2022-5-17
937,761,59,0,2022-1-20
938,13,90,0,2022-5-24
939,867,0,90,2022-3-24
940,974,71,0,2022-1-23
941,599,0,2,2022-6-9
942,127,75,0,2022-2-26
943,487,0,2,2022-5-13
944,813,9,0,2022-5-7
945,623,55,0,2022-1-8
946,202,63,0,2022-3-22
947,24,58,0,2022-3-7
948,125,12,0,2022-2-9
949,569,79,0,2022-1-5
950,645,0,10,2022-3-14
951,52,62,0,2022-2-14
952,276,61,0,2022-4-5
953,543,36,0,2022-4-10
954,699,74,0,2022-4-21
955,618,0,67,2022-2-8
956,188,51,0,2022-5-18
957,869,0,4,2022-3-16
958,217,57,0,2022-2-21
959,184,32,0,2022-6-15
960,831,79,0,2022-6-15
961,520,0,64,2022-2-8
962,428,85,0,2022-5-9
963,146,79,0,2022-3-21
964,899,73,0,2022-3-23
965,602,18,0,2022-4-14
966,887,76,0,2022-2-1
967,648,6,0,2022-1-23
968,137,44,0,2022-4-8
969,239,0,75,2022-1-11
970,620,0,86,2022-5-11
971,495,0,22,2022-3-18
972,843,0,21,2022-2-3
973,376,58,0,2022-3-7
974,11,0,61,2022-4-9
975,6,60,0,2022-2-17
976,399,0,14,2022-4-5
977,421,20,0,2022-6-5
978,384,0,5,2022-3-5
979,668,0,44,2022-5-8
980,331,0,69,2022-5-2
981,617,34,0,2022-6-6
982,313,0,3,2022-6-3
983,995,80,0,2022-2-25
984,530,81,0,2022-3-24
985,565,39,0,2022-3-16
986,301,24,0,2022-6-7
987,348,0,26,2022-1-18
988,406,96,0,2022-3-15
989,425,0,51,2022-6-27
990,323,0,50,2022-3-18
991,544,0,15,2022-4-20
992,828,97,0,2022-4-15
993,652,90,0,2022-6-26
994,216,28,0,2022-4-18
995,344,34,0,2022-3-14
996,723,0,65,2022-1-16
997,329,0,91,2022-3-22
998,579,0,80,2022-1-26
999,681,0,31,2022-4-7
1000,795,0,68,2022-6-12
1001,684,0,88,2022-4-15
1002,159,0,46,2022-4-3
1003,26,0,67,2022-6-12
1004,92,0,19,2022-5-4
1005,147,0,35,2022-6-6
1006,531,0,82,2022-5-18
1007,393,0,85,2022-2-20
1008,662,0,80,2022-6-23
1009,548,0,94,2022-3-12
1010,927,0,57,2022-2-10
1011,157,38,0,2022-2-9
1012,189,0,7,2022-6-5
1013,454,0,32,2022-5-11
1014,931,0,83,2022-1-5
1015,526,0,17,2022-4-13
1016,861,0,22,2022-2-1
1017,295,0,32,2022-4-11
1018,444,5,0,2022-6-3
1019,556,0,71,2022-3-14
1020,2,0,75,2022-5-3
1021,303,65,0,2022-3-1
1022,703,51,0,2022-3-6
1023,963,26,0,2022-4-5
1024,225,1,0,2022-5-22
1025,108,0,36,2022-6-16
1026,389,40,0,2022-4-11
1027,410,49,0,2022-1-24
1028,28,0,53,2022-5-9
1029,928,0,34,2022-5-6
1030,723,0,81,2022-1-20
1031,565,0,8,2022-1-20
1032,667,24,0,2022-4-11
1033,533,53,0,2022-1-1
1034,900,55,0,2022-1-19
1035,780,74,0,2022-3-26
1036,999,30,0,2022-2-16
1037,910,36,0,2022-2-2
1038,360,0,2,2022-4-14
1039,410,0,40,2022-3-23
1040,63,0,99,2022-6-3
1041,357,0,42,2022-1-15
1042,84,0,60,2022-5-12
1043,858,0,71,2022-3-1
1044,728,0,95,2022-5-19
1045,261,0,77,2022-4-6
1046,908,0,68,2022-3-21
1047,280,0,71,2022-2-15
1048,679,0,38,2022-1-17
1049,852,0,9,2022-3-23
1050,957,94,0,2022-6-12
1051,110,0,1,2022-1-14
1052,698,13,0,2022-1-12
1053,433,0,81,2022-4-1
1054,492,34,0,2022-3-18
1055,347,81,0,2022-6-18
1056,670,61,0,2022-4-23
1057,274,0,35,2022-1-3
1058,79,0,58,2022-6-11
1059,216,0,88,2022-2-13
1060,507,0,35,2022-3-19
1061,306,0,14,2022-2-18
1062,164,41,0,2022-6-8
1063,193,30,0,2022-2-3
1064,906,92,0,2022-2-12
1065,690,55,0,2022-6-10
1066,745,0,44,2022-3-15
1067,748,0,51,2022-3-24
1068,985,41,0,2022-4-16
1069,22,78,0,2022-5-14
1070,271,72,0,2022-2-6
1071,26,33,0,2022-5-15
1072,191,0,31,2022-2-23
1073,416,45,0,2022-4-13
1074,737,0,31,2022-1-8
1075,305,0,20,2022-5-3
1076,588,0,95,2022-6-22
1077,581,0,57,2022-1-17
1078,721,77,0,2022-1-3
1079,528,40,0,2022-3-3
1080,526,44,0,2022-4-12
1081,933,71,0,2022-1-27
1082,915,21,0,2022-3-14
1083,764,0,22,2022-2-19
1084,452,33,0,2022-2-21
1085,876,0,34,2022-5-27
1086,234,59,0,2022-4-27
1087,878,63,0,2022-1-12
1088,72,42,0,2022-3-3
1089,165,0,71,2022-5-8
1090,628,4,0,2022-2-26
1091,888,0,96,2022-6-25
1092,509,64,0,2022-1-21
1093,349,0,20,2022-1-19
1094,841,8,0,2022-4-3
1095,98,59,0,2022-2-23
1096,593,85,0,2022-3-19
1097,94,53,0,2022-4-22
1098,289,30,0,2022-2-24
1099,207,0,67,2022-1-22
1100,568,0,84,2022-6-23
1101,650,21,0,2022-5-19
1102,195,36,0,2022-2-1
1103,571,55,0,2022-1-21
1104,43,99,0,2022-3-26
1105,442,43,0,2022-3-24
1106,381,0,88,2022-6-15
1107,513,0,87,2022-3-5
1108,85,50,0,2022-6-15
1109,132,13,0,2022-1-9
1110,745,0,17,2022-3-14
1111,645,0,19,2022-2-3
1112,127,79,0,2022-2-16
1113,744,0,98,2022-5-14
1114,58,0,92,2022-5-19
1115,221,2,0,2022-1-26
1116,196,0,100,2022-5-5
1117,695,0,23,2022-5-6
1118,56,83,0,2022-5-27
1119,289,0,48,2022-1-18
1120,818,0,71,2022-4-23
1121,8,0,9,2022-2-21
1122,32,90,0,2022-2-11
1123,575,31,0,2022-3-22
1124,874,0,48,2022-3-21
1125,339,63,0,2022-1-12
1126,87,54,0,2022-3-10
1127,25,95,0,2022-6-21
1128,505,94,0,2022-4-12
1129,631,21,0,2022-6-19
1130,162,15,0,2022-1-16
1131,272,49,0,2022-3-18
1132,988,31,0,2022-5-11
1133,33,67,0,2022-5-12
1134,427,0,24,2022-4-13
1135,433,0,14,2022-3-7
1136,282,53,0,2022-1-16
1137,169,0,48,2022-3-4
1138,79,0,84,2022-4-17
1139,707,30,0,2022-5-25
1140,393,59,0,2022-1-23
1141,109,0,51,2022-2-17
1142,77,96,0,2022-5-27
1143,753,18,0,2022-1-8
1144,219,57,0,2022-3-6
1145,501,0,69,2022-3-15
1146,940,77,0,2022-2-21
1147,644,57,0,2022-4-7
1148,331,0,72,2022-2-19
1149,800,0,92,2022-3-21
1150,504,23,0,2022-3-19
1151,844,97,0,2022-2-25
1152,896,0,91,2022-4-12
1153,882,87,0,2022-1-8
1154,323,1,0,2022-1-15
1155,836,0,90,2022-2-23
1156,795,0,42,2022-3-2
1157,664,56,0,2022-1-22
1158,742,0,85,2022-1-21
1159,808,0,76,2022-2-6
1160,886,0,17,2022-2-23
1161,436,0,36,2022-1-27
1162,44,0,59,2022-1-2
1163,343,0,81,2022-1-15
1164,114,94,0,2022-2-24
1165,621,0,20,2022-1-7
1166,276,78,0,2022-3-6
1167,432,0,56,2022-2-26
1168,281,29,0,2022-3-18
1169,369,0,30,2022-1-3
1170,558,26,0,2022-4-12
1171,997,50,0,2022-3-18
1172,375,0,63,2022-3-8
1173,144,69,0,2022-3-1
1174,289,31,0,2022-6-22
1175,533,0,16,2022-5-15
1176,895,28,0,2022-4-4
1177,9,0,78,2022-2-6
1178,427,94,0,2022-5-2
1179,964,0,65,2022-6-26
1180,872,92,0,2022-1-20
1181,578,18,0,2022-6-3
1182,71,0,32,2022-2-6
1183,917,0,39,2022-6-25
1184,513,15,0,2022-2-5
1185,186,0,43,2022-4-23
1186,529,0,68,2022-1-6
1187,18,0,83,2022-2-9
1188,149,0,40,2022-5-25
1189,158,0,57,2022-2-12
1190,921,0,31,2022-4-9
1191,774,0,80,2022-3-19
1192,810,0,72,2022-6-16
1193,44,36,0,2022-1-12
1194,20,70,0,2022-5-1
1195,173,98,0,2022-3-25
1196,547,3,0,2022-4-19
1197,2,55,0,2022-5-13
1198,502,7,0,2022-3-16
1199,604,0,54,2022-6-22
1200,305,6,0,2022-4-5
1201,510,44,0,2022-3-3
1202,97,0,88,2022-6-15
1203,613,0,60,2022-4-3
1204,12,4,0,2022-5-13
1205,203,42,0,2022-1-22
1206,810,66,0,2022-4-19
1207,753,22,0,2022-3-23
1208,805,0,66,2022-6-20
1209,645,0,69,2022-3-16
1210,669,18,0,2022-1-22
1211,348,0,77,2022-3-11
1212,427,47,0,2022-4-27
1213,162,0,98,2022-6-8
1214,773,0,66,2022-4-11
1215,355,0,8,2022-3-21
1216,740,92,0,2022-4-26
1217,484,67,0,2022-2-14
1218,225,39,0,2022-6-23
1219,589,0,19,2022-5-23
1220,149,97,0,2022-3-18
1221,378,0,11,2022-3-1
1222,870,0,59,2022-5-24
1223,279,0,92,2022-6-5
1224,311,58,0,2022-5-20
1225,577,0,49,2022-1-26
1226,785,0,16,2022-1-4
1227,438,38,0,2022-5-23
1228,382,68,0,2022-4-5
1229,522,9,0,2022-3-8
1230,629,0,51,2022-2-8
1231,374,0,53,2022-3-23
1232,127,0,35,2022-6-11
1233,210,0,35,2022-6-26
1234,891,35,0,2022-2-13
1235,763,48,0,2022-3-16
1236,970,47,0,2022-2-12
1237,117,0,64,2022-4-18
1238,825,60,0,2022-1-7
1239,26,0,62,2022-3-3
1240,142,0,97,2022-2-26
1241,223,0,63,2022-1-6
1242,454,59,0,2022-3-5
1243,592,98,0,2022-5-26
1244,771,80,0,2022-5-23
1245,725,0,90,2022-1-2
1246,818,65,0,2022-1-6
1247,542,0,21,2022-2-22
1248,678,15,0,2022-3-13
1249,795,12,0,2022-1-10
1250,115,89,0,2022-2-20
1251,435,0,65,2022-1-9
1252,643,18,0,2022-6-25
1253,797,0,41,2022-1-3
1254,977,0,4,2022-5-15
1255,794,9,0,2022-4-7
1256,972,30,0,2022-3-16
1257,853,0,67,2022-5-15
1258,701,45,0,2022-1-20
1259,974,0,97,2022-6-11
1260,595,0,78,2022-5-10
1261,344,33,0,2022-1-5
1262,328,95,0,2022-2-2
1263,951,0,32,2022-5-4
1264,844,12,0,2022-1-9
1265,956,0,49,2022-2-6
1266,149,0,25,2022-2-18
1267,865,0,27,2022-2-4
1268,511,68,0,2022-6-11
1269,864,0,29,2022-3-6
1270,387,0,7,2022-2-2
1271,325,61,0,2022-5-17
1272,983,21,0,2022-2-15
1273,821,0,75,2022-5-11
1274,184,0,48,2022-3-15
1275,699,59,0,2022-2-5
1276,722,0,83,2022-4-20
1277,304,0,81,2022-4-10
1278,103,0,14,2022-5-13
1279,778,0,17,2022-5-22
1280,359,0,60,2022-4-25
1281,948,0,44,2022-2-24
1282,893,68,0,2022-2-14
1283,664,0,23,2022-4-24
1284,707,0,19,2022-4-16
1285,168,94,0,2022-1-11
1286,657,63,0,2022-6-5
1287,869,59,0,2022-1-9
1288,372,78,0,2022-1-13
1289,384,0,93,2022-4-9
1290,408,0,90,2022-3-10
1291,452,0,84,2022-2-7
1292,902,8,0,2022-2-4
1293,953,43,0,2022-4-27
1294,622,83,0,2022-6-5
1295,721,0,45,2022-3-10
1296,288,27,0,2022-1-7
1297,306,93,0,2022-1-14
1298,505,37,0,2022-2-16
1299,916,1,0,2022-2-7
1300,189,57,0,2022-2-12
1301,348,45,0,2022-4-15
1302,683,0,40,2022-2-24
1303,560,63,0,2022-2-25
1304,266,0,81,2022-1-13
1305,285,0,37,2022-6-3
1306,97,72,0,2022-3-25
1307,845,68,0,2022-5-25
1308,744,89,0,2022-5-18
1309,287,0,51,2022-4-23
1310,28,83,0,2022-1-12
1311,737,38,0,2022-5-5
1312,37,94,0,2022-2-22
1313,964,76,0,2022-1-12
1314,422,86,0,2022-1-13
1315,638,1,0,2022-1-19
1316,421,0,4,2022-3-3
1317,252,65,0,2022-6-7
1318,615,38,0,2022-4-9
1319,73,90,0,2022-1-4
1320,418,0,45,2022-6-1
1321,466,43,0,2022-5-16
1322,981,85,0,2022-4-11
1323,214,70,0,2022-1-2
1324,253,0,33,2022-5-19
1325,611,0,52,2022-4-27
1326,940,28,0,2022-6-20
1327,763,0,16,2022-4-9
1328,851,0,69,2022-6-23
1329,745,95,0,2022-1-4
1330,852,0,76,2022-2-23
1331,307,81,0,2022-1-16
1332,227,2,0,2022-5-16
1333,212,26,0,2022-3-3
1334,686,69,0,2022-4-22
1335,517,10,0,2022-2-26
1336,955,0,100,2022-6-10
1337,287,97,0,2022-3-19
1338,15,92,0,2022-5-17
1339,219,0,13,2022-6-19
1340,243,6,0,2022-5-24
1341,593,8,0,2022-6-1
1342,581,97,0,2022-1-20
1343,354,35,0,2022-5-2
1344,554,0,72,2022-3-21
1345,330,0,81,2022-2-23
1346,854,57,0,2022-5-11
1347,351,0,55,2022-2-3
1348,134,0,95,2022-3-5
1349,956,11,0,2022-4-27
1350,680,75,0,2022-2-24
1351,148,30,0,2022-5-25
1352,190,69,0,2022-3-3
1353,710,0,62,2022-2-1
1354,724,17,0,2022-4-25
1355,611,87,0,2022-4-25
1356,858,13,0,2022-3-11
1357,786,0,20,2022-5-22
1358,173,0,2,2022-5-3
1359,779,81,0,2022-2-23
1360,359,4,0,2022-6-19
1361,563,67,0,2022-4-20
1362,624,0,67,2022-1-21
1363,447,47,0,2022-2-20
1364,661,0,20,2022-1-15
1365,492,12,0,2022-1-22
1366,697,0,39,2022-3-15
1367,717,81,0,2022-5-8
1368,777,0,12,2022-5-25
1369,557,78,0,2022-5-26
1370,170,0,56,2022-4-18
1371,394,0,57,2022-2-19
1372,931,35,0,2022-2-22
1373,854,0,55,2022-2-10
1374,903,0,3,2022-1-16
1375,193,0,45,2022-6-15
1376,868,0,6,2022-6-10
1377,707,0,74,2022-2-2
1378,459,8,0,2022-6-11
1379,597,0,69,2022-4-5
1380,308,97,0,2022-1-2
1381,800,46,0,2022-6-23
1382,313,96,0,2022-3-12
1383,554,22,0,2022-3-16
1384,510,92,0,2022-5-5
1385,158,71,0,2022-2-5
1386,592,73,0,2022-6-14
1387,18,58,0,2022-2-7
1388,199,0,6,2022-3-16
1389,11,0,26,2022-6-10
1390,342,0,19,2022-4-16
1391,643,81,0,2022-4-12
1392,328,0,11,2022-6-23
1393,723,0,87,2022-2-12
1394,689,0,44,2022-2-7
1395,153,0,29,2022-5-10
1396,279,0,33,2022-4-14
1397,797,59,0,2022-4-26
1398,444,0,6,2022-2-1
1399,596,0,48,2022-2-2
1400,934,90,0,2022-5-14
1401,596,0,39,2022-6-18
1402,286,5,0,2022-5-12
1403,555,55,0,2022-1-25
1404,66,0,76,2022-4-26
1405,204,26,0,2022-4-16
1406,211,0,39,2022-6-7
1407,86,40,0,2022-2-7
1408,835,0,63,2022-6-19
1409,578,87,0,2022-3-3
1410,10,100,0,2022-1-8
1411,385,0,14,2022-6-2
1412,318,71,0,2022-5-8
1413,57,0,72,2022-6-18
1414,485,0,6,2022-4-16
1415,940,0,48,2022-5-24
1416,107,30,0,2022-5-14
1417,800,0,29,2022-3-23
1418,646,0,85,2022-4-14
1419,401,90,0,2022-2-27
1420,195,95,0,2022-5-26
1421,88,25,0,2022-2-8
1422,489,0,22,2022-2-7
1423,924,0,90,2022-5-17
1424,652,10,0,2022-4-8
1425,259,53,0,2022-3-8
1426,794,0,97,2022-4-19
1427,980,70,0,2022-1-9
1428,434,57,0,2022-4-19
1429,954,46,0,2022-2-2
1430,73,22,0,2022-3-27
1431,149,0,94,2022-6-17
1432,787,43,0,2022-5-3
1433,594,1,0,2022-4-6
1434,263,0,2,2022-4-2
1435,445,68,0,2022-2-14
1436,490,0,49,2022-4-24
1437,475,0,80,2022-5-4
1438,673,15,0,2022-3-7
1439,622,29,0,2022-6-15
1440,530,0,24,2022-4-22
1441,932,20,0,2022-1-4
1442,859,0,72,2022-5-21
1443,967,0,21,2022-2-14
1444,819,63,0,2022-4-17
1445,807,96,0,2022-6-17
1446,467,21,0,2022-2-6
1447,968,0,49,2022-5-19
1448,396,13,0,2022-4-14
1449,885,29,0,2022-1-20
1450,41,0,13,2022-1-11
1451,297,58,0,2022-4-11
1452,404,0,12,2022-4-25
1453,722,81,0,2022-3-1
1454,215,0,87,2022-4-22
1455,184,27,0,2022-2-13
1456,252,0,96,2022-2-12
1457,227,28,0,2022-4-13
1458,607,99,0,2022-5-13
1459,934,21,0,2022-6-25
1460,385,0,96,2022-2-1
1461,770,7,0,2022-3-1
1462,70,21,0,2022-3-18
1463,996,0,54,2022-5-16
1464,607,48,0,2022-1-4
1465,270,0,11,2022-4-23
1466,51,64,0,2022-3-1
1467,442,0,95,2022-1-15
1468,510,0,14,2022-3-1
1469,716,0,31,2022-4-10
1470,496,74,0,2022-1-27
1471,983,2,0,2022-4-9
1472,253,0,54,2022-1-13
1473,623,0,72,2022-4-5
1474,956,99,0,2022-1-1
1475,16,100,0,2022-6-4
1476,35,60,0,2022-6-2
1477,352,67,0,2022-4-21
1478,869,87,0,2022-5-17
1479,495,0,6,2022-4-10
1480,173,50,0,2022-2-2
1481,977,20,0,2022-3-17
1482,976,0,73,2022-5-27
1483,82,0,46,2022-3-15
1484,239,0,41,2022-6-15
1485,51,51,0,2022-5-4
1486,709,43,0,2022-1-24
1487,377,22,0,2022-1-20
1488,544,0,54,2022-4-9
1489,806,0,49,2022-3-17
1490,927,66,0,2022-6-18
1491,970,0,33,2022-4-6
1492,190,88,0,2022-6-15
1493,182,0,68,2022-4-3
1494,978,0,58,2022-1-2
1495,418,0,70,2022-4-14
1496,832,0,54,2022-3-18
1497,505,87,0,2022-3-3
1498,453,0,66,2022-1-14
1499,742,0,59,2022-1-23
1500,171,0,87,2022-4-2
1501,508,0,89,2022-4-21
1502,940,0,81,2022-5-20
1503,735,9,0,2022-2-19
1504,774,0,35,2022-4-22
1505,491,42,0,2022-3-18
1506,725,57,0,2022-5-5
1507,26,0,61,2022-4-20
1508,585,0,49,2022-4-17
1509,734,0,95,2022-2-15
1510,698,0,22,2022-6-27
1511,131,32,0,2022-4-20
1512,627,83,0,2022-6-27
1513,55,92,0,2022-5-1
1514,679,0,27,2022-6-16
1515,808,0,46,2022-4-26
1516,419,73,0,2022-3-15
1517,41,4,0,2022-5-17
1518,981,0,68,2022-5-3
1519,935,0,55,2022-3-10
1520,146,0,58,2022-2-5
1521,303,64,0,2022-2-25
1522,863,0,17,2022-5-19
1523,635,0,35,2022-5-20
1524,907,0,18,2022-3-15
1525,51,71,0,2022-3-1
1526,79,0,79,2022-6-10
1527,992,0,97,2022-2-18
1528,695,45,0,2022-6-25
1529,647,0,60,2022-2-5
1530,546,53,0,2022-4-3
1531,808,0,24,2022-2-21
1532,320,0,86,2022-6-9
1533,39,95,0,2022-1-21
1534,743,56,0,2022-2-5
1535,155,57,0,2022-3-25
1536,769,16,0,2022-1-14
1537,253,85,0,2022-1-2
1538,377,41,0,2022-2-9
1539,647,0,75,2022-2-15
1540,769,10,0,2022-4-17
1541,938,0,6,2022-2-3
1542,726,40,0,2022-1-7
1543,491,44,0,2022-3-13
1544,491,0,2,2022-6-19
1545,42,55,0,2022-1-25
1546,972,0,24,2022-2-24
1547,71,15,0,2022-6-8
1548,445,59,0,2022-6-18
1549,264,88,0,2022-1-13
1550,606,0,54,2022-4-10
1551,235,0,53,2022-3-16
1552,140,0,15,2022-3-19
1553,896,20,0,2022-1-5
1554,469,0,29,2022-1-17
1555,363,0,100,2022-2-26
1556,734,0,34,2022-6-4
1557,30,94,0,2022-2-25
1558,367,0,78,2022-4-3
1559,57,23,0,2022-5-2
1560,595,0,41,2022-3-21
1561,621,0,45,2022-6-22
1562,285,20,0,2022-5-9
1563,60,82,0,2022-4-4
1564,527,0,68,2022-1-16
1565,184,0,44,2022-5-11
1566,423,53,0,2022-4-1
1567,888,77,0,2022-4-27
1568,207,0,61,2022-3-15
1569,550,0,56,2022-4-15
1570,628,0,42,2022-4-19
1571,705,0,98,2022-1-18
1572,53,0,48,2022-1-3
1573,299,0,36,2022-2-18
1574,711,73,0,2022-6-26
1575,395,0,32,2022-4-23
1576,648,52,0,2022-5-11
1577,129,80,0,2022-6-21
1578,276,82,0,2022-4-21
1579,449,0,40,2022-2-20
1580,106,0,27,2022-1-6
1581,117,0,29,2022-6-8
1582,696,0,53,2022-4-23
1583,81,0,100,2022-1-23
1584,219,4,0,2022-2-5
1585,318,62,0,2022-4-21
1586,392,80,0,2022-6-11
1587,415,0,53,2022-5-6
1588,744,0,18,2022-6-26
1589,590,0,88,2022-4-6
1590,186,94,0,2022-1-11
1591,233,97,0,2022-1-7
1592,413,0,97,2022-1-22
1593,528,0,63,2022-1-26
1594,184,46,0,2022-6-1
1595,475,21,0,2022-2-11
1596,579,0,13,2022-3-13
1597,674,40,0,2022-5-21
1598,378,0,67,2022-3-20
1599,782,0,3,2022-6-19
1600,824,53,0,2022-2-10
1601,248,21,0,2022-2-9
1602,224,22,0,2022-5-23
1603,125,0,99,2022-6-16
1604,468,63,0,2022-3-2
1605,576,0,26,2022-3-5
1606,965,0,99,2022-3-26
1607,444,44,0,2022-4-12
1608,283,0,84,2022-4-23
1609,498,44,0,2022-1-2
1610,379,71,0,2022-4-19
1611,821,0,51,2022-2-14
1612,497,14,0,2022-1-18
1613,458,0,28,2022-3-9
1614,699,9,0,2022-3-22
1615,988,36,0,2022-6-13
1616,245,0,75,2022-1-20
1617,604,0,88,2022-2-4
1618,119,70,0,2022-5-3
1619,777,82,0,2022-6-20
1620,530,0,8,2022-2-8
1621,945,36,0,2022-4-25
1622,238,27,0,2022-5-5
1623,552,25,0,2022-4-12
1624,518,77,0,2022-5-7
1625,913,0,73,2022-4-26
1626,640,0,86,2022-1-14
1627,118,0,26,2022-5-20
1628,484,20,0,2022-4-23
1629,624,0,27,2022-2-20
1630,271,0,23,2022-5-12
1631,233,65,0,2022-4-25
1632,958,0,47,2022-5-25
1633,129,91,0,2022-1-3
1634,509,0,42,2022-1-8
1635,858,0,81,2022-1-12
1636,697,0,90,2022-1-16
1637,51,54,0,2022-2-21
1638,825,25,0,2022-5-18
1639,945,0,9,2022-6-26
1640,566,0,6,2022-2-4
1641,598,58,0,2022-5-19
1642,42,0,25,2022-1-3
1643,571,95,0,2022-1-18
1644,464,0,29,2022-3-14
1645,544,0,24,2022-4-8
1646,51,78,0,2022-4-25
1647,348,0,75,2022-1-25
1648,518,45,0,2022-1-14
1649,715,82,0,2022-4-5
1650,909,15,0,2022-2-17
1651,96,31,0,2022-3-19
1652,773,0,7,2022-2-7
1653,403,0,3,2022-4-3
1654,995,33,0,2022-5-10
1655,28,0,5,2022-4-19
1656,479,0,29,2022-4-22
1657,979,4,0,2022-4-12
1658,878,0,97,2022-6-21
1659,228,0,43,2022-2-20
1660,796,4,0,2022-5-5
1661,472,9,0,2022-6-26
1662,998,0,91,2022-6-26
1663,506,61,0,2022-2-10
1664,256,0,58,2022-2-13
1665,23,82,0,2022-2-18
1666,869,0,60,2022-6-26
1667,148,0,21,2022-4-9
1668,257,38,0,2022-3-2
1669,759,24,0,2022-6-21
1670,972,0,77,2022-2-27
1671,467,0,45,2022-6-23
1672,110,41,0,2022-3-1
1673,440,0,25,2022-2-26
1674,678,0,34,2022-5-3
1675,525,0,61,2022-2-14
1676,835,26,0,2022-5-12
1677,412,0,16,2022-1-10
1678,201,0,70,2022-2-12
1679,938,46,0,2022-4-20
1680,922,13,0,2022-2-24
1681,459,0,7,2022-6-5
1682,601,60,0,2022-5-20
1683,32,37,0,2022-5-19
1684,516,0,4,2022-2-1
1685,147,0,89,2022-5-16
1686,909,0,30,2022-1-23
1687,993,0,55,2022-4-22
1688,164,21,0,2022-2-4
1689,595,23,0,2022-6-21
1690,985,79,0,2022-6-6
1691,74,0,4,2022-4-16
1692,738,8,0,2022-5-17
1693,337,80,0,2022-6-17
1694,112,35,0,2022-6-11
1695,255,0,34,2022-6-1
1696,98,88,0,2022-6-19
1697,447,0,83,2022-5-21
1698,197,25,0,2022-6-17
1699,71,0,22,2022-6-3
1700,265,4,0,2022-3-4
1701,606,0,28,2022-4-25
1702,642,83,0,2022-3-4
1703,678,0,22,2022-5-11
1704,978,0,88,2022-4-17
1705,152,35,0,2022-6-26
1706,45,0,17,2022-6-17
1707,985,53,0,2022-6-27
1708,955,57,0,2022-1-16
1709,236,0,50,2022-3-21
1710,830,15,0,2022-1-5
1711,584,0,4,2022-6-21
1712,918,64,0,2022-3-5
1713,265,64,0,2022-4-22
1714,86,0,33,2022-6-27
1715,868,44,0,2022-4-9
1716,363,0,5,2022-6-25
1717,838,79,0,2022-6-16
1718,623,22,0,2022-1-27
1719,423,57,0,2022-5-13
1720,503,49,0,2022-1-9
1721,652,83,0,2022-3-15
1722,280,81,0,2022-4-5
1723,442,90,0,2022-6-5
1724,531,70,0,2022-3-12
1725,642,96,0,2022-1-19
1726,53,15,0,2022-4-26
1727,304,0,8,2022-5-21
1728,261,0,53,2022-4-22
1729,534,57,0,2022-6-10
1730,526,0,29,2022-1-12
1731,909,0,97,2022-6-11
1732,24,0,19,2022-2-21
1733,57,4,0,2022-1-15
1734,357,0,86,2022-6-10
1735,101,0,1,2022-1-14
1736,730,93,0,2022-5-6
1737,940,21,0,2022-2-18
1738,803,10,0,2022-1-19
1739,188,0,19,2022-2-23
1740,683,0,88,2022-6-7
1741,166,92,0,2022-5-21
1742,590,48,0,2022-3-4
1743,85,25,0,2022-1-6
1744,805,81,0,2022-4-17
1745,948,50,0,2022-4-22
1746,757,59,0,2022-4-9
1747,556,18,0,2022-2-27
1748,288,69,0,2022-1-15
1749,251,16,0,2022-3-7
1750,193,0,14,2022-1-21
1751,943,85,0,2022-4-13
1752,586,25,0,2022-2-5
1753,683,0,79,2022-1-18
1754,756,0,3,2022-5-23
1755,517,2,0,2022-4-4
1756,716,0,34,2022-3-11
1757,608,0,28,2022-5-3
1758,490,0,41,2022-1-6
1759,84,0,37,2022-6-4
1760,225,0,27,2022-5-17
1761,828,45,0,2022-3-27
1762,425,8,0,2022-3-21
1763,974,65,0,2022-6-17
1764,689,0,92,2022-3-10
1765,127,46,0,2022-5-16
1766,474,50,0,2022-2-10
1767,808,0,11,2022-3-16
1768,929,82,0,2022-4-16
1769,172,85,0,2022-1-21
1770,722,0,76,2022-4-7
1771,194,0,6,2022-4-1
1772,6,0,49,2022-3-22
1773,540,6,0,2022-5-21
1774,922,0,79,2022-3-22
1775,140,49,0,2022-2-15
1776,81,2,0,2022-5-3
1777,619,0,55,2022-6-19
1778,573,0,18,2022-1-13
1779,244,0,99,2022-4-2
1780,624,0,60,2022-4-19
1781,940,22,0,2022-1-18
1782,737,0,85,2022-5-11
1783,752,3,0,2022-3-11
1784,585,66,0,2022-1-14
1785,494,0,47,2022-4-10
1786,811,94,0,2022-1-17
1787,160,78,0,2022-6-10
1788,471,69,0,2022-3-24
1789,242,0,53,2022-6-9
1790,555,0,5,2022-5-25
1791,683,0,22,2022-4-4
1792,325,62,0,2022-5-3
1793,929,58,0,2022-6-9
1794,395,71,0,2022-3-14
1795,769,74,0,2022-6-2
1796,62,0,32,2022-3-2
1797,186,0,72,2022-4-15
1798,356,12,0,2022-4-6
1799,710,0,9,2022-4-8
1800,571,0,50,2022-6-22
1801,836,11,0,2022-5-19
1802,676,62,0,2022-2-14
1803,782,75,0,2022-5-26
1804,860,31,0,2022-2-17
1805,859,0,83,2022-6-19
1806,291,0,79,2022-6-1
1807,238,0,71,2022-3-3
1808,754,0,69,2022-6-6
